F_1stpeak,wl_1stpeak,F_2ndpeak,wl_2ndpeak,F684,F761,LFtot,EFtot,EFtot_RC
#W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,W m-2 um-1 sr-1,W m-2 sr-1,W m-2,W m-2
NaN,NaN,2.598781e+00,742,4.604255e-01,1.547798e+00,1.575590e-01,6.171902e-01,2.503343e+00
NaN,NaN,2.894937e+00,743,4.121637e-01,1.836439e+00,1.676609e-01,6.623616e-01,3.041520e+00
4.462124e-01,689,2.953811e+00,744,4.064201e-01,1.962940e+00,1.690540e-01,6.697821e-01,3.340715e+00
4.441000e-01,688,2.934895e+00,745,4.077562e-01,2.022888e+00,1.678590e-01,6.659560e-01,3.538274e+00
NaN,NaN,2.970035e+00,742,5.262006e-01,1.768913e+00,1.800674e-01,7.053602e-01,2.860963e+00
NaN,NaN,3.308500e+00,743,4.710443e-01,2.098788e+00,1.916124e-01,7.569847e-01,3.476023e+00
5.099570e-01,689,3.375784e+00,744,4.644802e-01,2.243361e+00,1.932045e-01,7.654652e-01,3.817960e+00
5.075428e-01,688,3.354165e+00,745,4.660071e-01,2.311872e+00,1.918388e-01,7.610926e-01,4.043741e+00
NaN,NaN,3.341290e+00,742,5.919756e-01,1.990027e+00,2.025758e-01,7.935303e-01,3.218583e+00
NaN,NaN,3.722062e+00,743,5.299248e-01,2.361136e+00,2.155640e-01,8.516078e-01,3.910526e+00
5.737016e-01,689,3.797757e+00,744,5.225402e-01,2.523781e+00,2.173551e-01,8.611484e-01,4.295205e+00
5.709857e-01,688,3.773436e+00,745,5.242580e-01,2.600856e+00,2.158187e-01,8.562292e-01,4.549209e+00
NaN,NaN,3.712544e+00,742,6.577507e-01,2.211141e+00,2.250842e-01,8.817003e-01,3.576204e+00
NaN,NaN,4.135625e+00,743,5.888053e-01,2.623484e+00,2.395155e-01,9.462308e-01,4.345029e+00
6.374463e-01,689,4.219730e+00,744,5.806002e-01,2.804201e+00,2.415057e-01,9.568315e-01,4.772450e+00
6.344285e-01,688,4.192707e+00,745,5.825089e-01,2.889841e+00,2.397985e-01,9.513657e-01,5.054677e+00
NaN,NaN,4.083799e+00,742,7.235258e-01,2.432255e+00,2.475927e-01,9.698703e-01,3.933824e+00
NaN,NaN,4.549187e+00,743,6.476859e-01,2.885833e+00,2.634671e-01,1.040854e+00,4.779532e+00
7.011909e-01,689,4.641703e+00,744,6.386602e-01,3.084621e+00,2.656563e-01,1.052515e+00,5.249696e+00
6.978714e-01,688,4.611977e+00,745,6.407598e-01,3.178825e+00,2.637784e-01,1.046502e+00,5.560144e+00
