F_1stpeak,wl_1stpeak,F_2ndpeak,wl_2ndpeak,F684,F761,LFtot,EFtot,EFtot_RC
#W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,W m-2 um-1 sr-1,W m-2 sr-1,W m-2,W m-2
NaN,NaN,3.238869e+00,742,5.844487e-01,1.925293e+00,1.966032e-01,7.256298e-01,3.155012e+00
NaN,NaN,3.594980e+00,743,5.311883e-01,2.274908e+00,2.085875e-01,7.732006e-01,3.802488e+00
5.784965e-01,688,3.670588e+00,744,5.290843e-01,2.433179e+00,2.106119e-01,7.809963e-01,4.169579e+00
5.798830e-01,688,3.650730e+00,745,5.336517e-01,2.510322e+00,2.094659e-01,7.764114e-01,4.414088e+00
NaN,NaN,3.598744e+00,742,6.493874e-01,2.139215e+00,2.184479e-01,8.062553e-01,3.505569e+00
NaN,NaN,3.994423e+00,743,5.902092e-01,2.527675e+00,2.317639e-01,8.591118e-01,4.224986e+00
6.427739e-01,688,4.078432e+00,744,5.878715e-01,2.703532e+00,2.340132e-01,8.677737e-01,4.632866e+00
6.443145e-01,688,4.056367e+00,745,5.929463e-01,2.789247e+00,2.327399e-01,8.626794e-01,4.904542e+00
NaN,NaN,3.958618e+00,742,7.143262e-01,2.353136e+00,2.402927e-01,8.868809e-01,3.856126e+00
NaN,NaN,4.393865e+00,743,6.492301e-01,2.780443e+00,2.549403e-01,9.450230e-01,4.647485e+00
7.070512e-01,688,4.486275e+00,744,6.466586e-01,2.973885e+00,2.574146e-01,9.545511e-01,5.096153e+00
7.087459e-01,688,4.462003e+00,745,6.522410e-01,3.068172e+00,2.560139e-01,9.489473e-01,5.394996e+00
NaN,NaN,1.830242e+00,742,3.283010e-01,1.092388e+00,1.109552e-01,4.048098e-01,1.772890e+00
NaN,NaN,2.021383e+00,743,2.985389e-01,1.285660e+00,1.174048e-01,4.304337e-01,2.130106e+00
3.252179e-01,688,2.059774e+00,744,2.974671e-01,1.372415e+00,1.184444e-01,4.344684e-01,2.333721e+00
3.260859e-01,688,2.046460e+00,745,3.000939e-01,1.413953e+00,1.177525e-01,4.317625e-01,2.469575e+00
NaN,NaN,2.196291e+00,742,3.939612e-01,1.310866e+00,1.331462e-01,4.857718e-01,2.127468e+00
NaN,NaN,2.425659e+00,743,3.582467e-01,1.542792e+00,1.408857e-01,5.165205e-01,2.556128e+00
3.902615e-01,688,2.471728e+00,744,3.569605e-01,1.646898e+00,1.421332e-01,5.213621e-01,2.800465e+00
3.913030e-01,688,2.455752e+00,745,3.601127e-01,1.696744e+00,1.413030e-01,5.181150e-01,2.963490e+00
NaN,NaN,2.562339e+00,742,4.596214e-01,1.529343e+00,1.553373e-01,5.667338e-01,2.482046e+00
NaN,NaN,2.829936e+00,743,4.179545e-01,1.799923e+00,1.643667e-01,6.026072e-01,2.982149e+00
4.553051e-01,688,2.883683e+00,744,4.164539e-01,1.921381e+00,1.658221e-01,6.082558e-01,3.267209e+00
4.565202e-01,688,2.865044e+00,745,4.201315e-01,1.979534e+00,1.648535e-01,6.044675e-01,3.457405e+00
NaN,NaN,2.928388e+00,742,5.252816e-01,1.747821e+00,1.775283e-01,6.476957e-01,2.836624e+00
NaN,NaN,3.234212e+00,743,4.776623e-01,2.057055e+00,1.878476e-01,6.886940e-01,3.408170e+00
5.203487e-01,688,3.295638e+00,744,4.759474e-01,2.195864e+00,1.895110e-01,6.951495e-01,3.733953e+00
5.217374e-01,688,3.274336e+00,745,4.801503e-01,2.262325e+00,1.884040e-01,6.908200e-01,3.951320e+00
NaN,NaN,3.294436e+00,742,5.909418e-01,1.966299e+00,1.997193e-01,7.286577e-01,3.191202e+00
NaN,NaN,3.638489e+00,743,5.373701e-01,2.314187e+00,2.113286e-01,7.747807e-01,3.834192e+00
5.853922e-01,688,3.707593e+00,744,5.354408e-01,2.470348e+00,2.131999e-01,7.820432e-01,4.200697e+00
5.869545e-01,688,3.683628e+00,745,5.401691e-01,2.545115e+00,2.119545e-01,7.771725e-01,4.445235e+00
NaN,NaN,3.660485e+00,742,6.566020e-01,2.184776e+00,2.219104e-01,8.096197e-01,3.545780e+00
NaN,NaN,4.042765e+00,743,5.970779e-01,2.571319e+00,2.348095e-01,8.608675e-01,4.260213e+00
6.504358e-01,688,4.119547e+00,744,5.949342e-01,2.744831e+00,2.368887e-01,8.689369e-01,4.667441e+00
6.521717e-01,688,4.092920e+00,745,6.001879e-01,2.827906e+00,2.355050e-01,8.635250e-01,4.939150e+00
NaN,NaN,4.026533e+00,742,7.222622e-01,2.403254e+00,2.441014e-01,8.905816e-01,3.900358e+00
NaN,NaN,4.447042e+00,743,6.567857e-01,2.828451e+00,2.582905e-01,9.469542e-01,4.686234e+00
7.154794e-01,688,4.531502e+00,744,6.544276e-01,3.019314e+00,2.605776e-01,9.558306e-01,5.134185e+00
7.173889e-01,688,4.502212e+00,745,6.602067e-01,3.110696e+00,2.590555e-01,9.498775e-01,5.433065e+00
NaN,NaN,1.382459e+00,741,3.102724e-01,7.970787e-01,8.760009e-02,3.599299e-01,1.402331e+00
NaN,NaN,1.613187e+00,742,2.788296e-01,9.753203e-01,9.600583e-02,3.933558e-01,1.734826e+00
3.020676e-01,689,1.690829e+00,743,2.749727e-01,1.062042e+00,9.831211e-02,4.016661e-01,1.916471e+00
3.005431e-01,688,1.712071e+00,744,2.758372e-01,1.110393e+00,9.863516e-02,4.020203e-01,2.035245e+00
NaN,NaN,1.658951e+00,741,3.723269e-01,9.564945e-01,1.051201e-01,4.319159e-01,1.682797e+00
NaN,NaN,1.935825e+00,742,3.345955e-01,1.170384e+00,1.152070e-01,4.720269e-01,2.081791e+00
3.624811e-01,689,2.028995e+00,743,3.299672e-01,1.274451e+00,1.179745e-01,4.819993e-01,2.299766e+00
3.606517e-01,688,2.054485e+00,744,3.310046e-01,1.332472e+00,1.183622e-01,4.824243e-01,2.442294e+00
NaN,NaN,1.935443e+00,741,4.343814e-01,1.115910e+00,1.226401e-01,5.039019e-01,1.963263e+00
NaN,NaN,2.258462e+00,742,3.903615e-01,1.365448e+00,1.344082e-01,5.506981e-01,2.428756e+00
4.228946e-01,689,2.367160e+00,743,3.849618e-01,1.486859e+00,1.376370e-01,5.623325e-01,2.683060e+00
4.207603e-01,688,2.396899e+00,744,3.861721e-01,1.554551e+00,1.380892e-01,5.628284e-01,2.849343e+00
NaN,NaN,2.211935e+00,741,4.964359e-01,1.275326e+00,1.401601e-01,5.758879e-01,2.243729e+00
NaN,NaN,2.581100e+00,742,4.461274e-01,1.560513e+00,1.536093e-01,6.293692e-01,2.775721e+00
4.833081e-01,689,2.705326e+00,743,4.399563e-01,1.699267e+00,1.572994e-01,6.426657e-01,3.066354e+00
4.808689e-01,688,2.739313e+00,744,4.413395e-01,1.776629e+00,1.578163e-01,6.432324e-01,3.256392e+00
NaN,NaN,2.488427e+00,741,5.584904e-01,1.434742e+00,1.576802e-01,6.478739e-01,2.524195e+00
NaN,NaN,2.903737e+00,742,5.018933e-01,1.755577e+00,1.728105e-01,7.080404e-01,3.122686e+00
5.437216e-01,689,3.043492e+00,743,4.949509e-01,1.911676e+00,1.769618e-01,7.229989e-01,3.449648e+00
5.409775e-01,688,3.081727e+00,744,4.965069e-01,1.998708e+00,1.775433e-01,7.236365e-01,3.663441e+00
NaN,NaN,2.764919e+00,741,6.205449e-01,1.594157e+00,1.752002e-01,7.198598e-01,2.804661e+00
NaN,NaN,3.226374e+00,742,5.576592e-01,1.950641e+00,1.920117e-01,7.867115e-01,3.469651e+00
6.041351e-01,689,3.381658e+00,743,5.499454e-01,2.124084e+00,1.966242e-01,8.033322e-01,3.832943e+00
6.010861e-01,688,3.424141e+00,744,5.516744e-01,2.220787e+00,1.972703e-01,8.040405e-01,4.070490e+00
NaN,NaN,3.041411e+00,741,6.825994e-01,1.753573e+00,1.927202e-01,7.918458e-01,3.085127e+00
NaN,NaN,3.549012e+00,742,6.134251e-01,2.145705e+00,2.112128e-01,8.653827e-01,3.816617e+00
6.645487e-01,689,3.719824e+00,743,6.049399e-01,2.336493e+00,2.162866e-01,8.836654e-01,4.216237e+00
6.611947e-01,688,3.766555e+00,744,6.068418e-01,2.442865e+00,2.169974e-01,8.844446e-01,4.477539e+00
NaN,NaN,1.714745e+00,742,3.209101e-01,1.009244e+00,1.049355e-01,4.027924e-01,1.695453e+00
NaN,NaN,1.931734e+00,743,2.902444e-01,1.205352e+00,1.122765e-01,4.322281e-01,2.060721e+00
3.154511e-01,688,1.985795e+00,744,2.881787e-01,1.296034e+00,1.137071e-01,4.376644e-01,2.264832e+00
3.155305e-01,688,1.983167e+00,745,2.901882e-01,1.342333e+00,1.132745e-01,4.356871e-01,2.400059e+00
NaN,NaN,2.057694e+00,742,3.850922e-01,1.211093e+00,1.259226e-01,4.833509e-01,2.034543e+00
NaN,NaN,2.318081e+00,743,3.482932e-01,1.446423e+00,1.347318e-01,5.186737e-01,2.472865e+00
3.785413e-01,688,2.382954e+00,744,3.458144e-01,1.555241e+00,1.364485e-01,5.251973e-01,2.717798e+00
3.786366e-01,688,2.379801e+00,745,3.482258e-01,1.610800e+00,1.359294e-01,5.228245e-01,2.880070e+00
NaN,NaN,2.400643e+00,742,4.492742e-01,1.412942e+00,1.469097e-01,5.639093e-01,2.373634e+00
NaN,NaN,2.704428e+00,743,4.063421e-01,1.687493e+00,1.571871e-01,6.051193e-01,2.885009e+00
4.416315e-01,688,2.780113e+00,744,4.034502e-01,1.814448e+00,1.591899e-01,6.127302e-01,3.170765e+00
4.417427e-01,688,2.776434e+00,745,4.062634e-01,1.879266e+00,1.585843e-01,6.099620e-01,3.360082e+00
NaN,NaN,2.743593e+00,742,5.134562e-01,1.614791e+00,1.678968e-01,6.444678e-01,2.712724e+00
NaN,NaN,3.090775e+00,743,4.643910e-01,1.928564e+00,1.796425e-01,6.915650e-01,3.297153e+00
5.047217e-01,688,3.177272e+00,744,4.610859e-01,2.073655e+00,1.819313e-01,7.002631e-01,3.623731e+00
5.048489e-01,688,3.173068e+00,745,4.643011e-01,2.147733e+00,1.812392e-01,6.970994e-01,3.840094e+00
NaN,NaN,3.086542e+00,742,5.776382e-01,1.816639e+00,1.888839e-01,7.250263e-01,3.051815e+00
NaN,NaN,3.477122e+00,743,5.224399e-01,2.169634e+00,2.020978e-01,7.780106e-01,3.709297e+00
5.678119e-01,688,3.574431e+00,744,5.187217e-01,2.332862e+00,2.046727e-01,7.877960e-01,4.076698e+00
5.679550e-01,688,3.569701e+00,745,5.223387e-01,2.416199e+00,2.038941e-01,7.842368e-01,4.320105e+00
NaN,NaN,3.429491e+00,742,6.418203e-01,2.018488e+00,2.098710e-01,8.055848e-01,3.390905e+00
NaN,NaN,3.863469e+00,743,5.804887e-01,2.410705e+00,2.245531e-01,8.644562e-01,4.121441e+00
6.309022e-01,688,3.971590e+00,744,5.763574e-01,2.592069e+00,2.274141e-01,8.753289e-01,4.529664e+00
6.310611e-01,688,3.966335e+00,745,5.803764e-01,2.684666e+00,2.265491e-01,8.713742e-01,4.800117e+00
NaN,NaN,3.772440e+00,742,7.060023e-01,2.220337e+00,2.308581e-01,8.861432e-01,3.729996e+00
NaN,NaN,4.249816e+00,743,6.385376e-01,2.651775e+00,2.470084e-01,9.509018e-01,4.533585e+00
6.939924e-01,688,4.368749e+00,744,6.339931e-01,2.851275e+00,2.501555e-01,9.628617e-01,4.982630e+00
6.941672e-01,688,4.362968e+00,745,6.384140e-01,2.953133e+00,2.492040e-01,9.585116e-01,5.280129e+00
NaN,NaN,1.803803e+00,742,3.237076e-01,1.072049e+00,1.094458e-01,4.102272e-01,1.758267e+00
NaN,NaN,2.005198e+00,743,2.933417e-01,1.268706e+00,1.162377e-01,4.379765e-01,2.124098e+00
3.190885e-01,688,2.047585e+00,744,2.916276e-01,1.357216e+00,1.173427e-01,4.425550e-01,2.330451e+00
3.194458e-01,688,2.036289e+00,745,2.938578e-01,1.400211e+00,1.166672e-01,4.399994e-01,2.467616e+00
NaN,NaN,2.164563e+00,742,3.884491e-01,1.286459e+00,1.313350e-01,4.922727e-01,2.109920e+00
NaN,NaN,2.406237e+00,743,3.520101e-01,1.522447e+00,1.394853e-01,5.255718e-01,2.548917e+00
3.829062e-01,688,2.457102e+00,744,3.499531e-01,1.628659e+00,1.408112e-01,5.310660e-01,2.796541e+00
3.833350e-01,688,2.443547e+00,745,3.526294e-01,1.680253e+00,1.400007e-01,5.279993e-01,2.961139e+00
NaN,NaN,2.525324e+00,742,4.531906e-01,1.500869e+00,1.532242e-01,5.743181e-01,2.461573e+00
NaN,NaN,2.807277e+00,743,4.106784e-01,1.776188e+00,1.627328e-01,6.131671e-01,2.973737e+00
4.467240e-01,688,2.866619e+00,744,4.082786e-01,1.900102e+00,1.642797e-01,6.195770e-01,3.262631e+00
4.472242e-01,688,2.850805e+00,745,4.114009e-01,1.960295e+00,1.633341e-01,6.159992e-01,3.454663e+00
NaN,NaN,2.886084e+00,742,5.179321e-01,1.715278e+00,1.751133e-01,6.563636e-01,2.813227e+00
NaN,NaN,3.208317e+00,743,4.693468e-01,2.029929e+00,1.859804e-01,7.007624e-01,3.398556e+00
5.105417e-01,688,3.276136e+00,744,4.666041e-01,2.171545e+00,1.877482e-01,7.080880e-01,3.728722e+00
5.111133e-01,688,3.258063e+00,745,4.701725e-01,2.240337e+00,1.866676e-01,7.039991e-01,3.948186e+00
NaN,NaN,3.246845e+00,742,5.826736e-01,1.929688e+00,1.970025e-01,7.384090e-01,3.164880e+00
NaN,NaN,3.609356e+00,743,5.280151e-01,2.283670e+00,2.092279e-01,7.883577e-01,3.823376e+00
5.743594e-01,688,3.685653e+00,744,5.249296e-01,2.442988e+00,2.112168e-01,7.965990e-01,4.194812e+00
5.750025e-01,688,3.665320e+00,745,5.289440e-01,2.520379e+00,2.100010e-01,7.919990e-01,4.441709e+00
NaN,NaN,3.607605e+00,742,6.474151e-01,2.144098e+00,2.188917e-01,8.204545e-01,3.516533e+00
NaN,NaN,4.010396e+00,743,5.866835e-01,2.537411e+00,2.324755e-01,8.759530e-01,4.248195e+00
6.381771e-01,688,4.095170e+00,744,5.832551e-01,2.714432e+00,2.346853e-01,8.851100e-01,4.660902e+00
6.388916e-01,688,4.072578e+00,745,5.877156e-01,2.800421e+00,2.333344e-01,8.799989e-01,4.935232e+00
NaN,NaN,3.968366e+00,742,7.121566e-01,2.358508e+00,2.407808e-01,9.024999e-01,3.868186e+00
NaN,NaN,4.411435e+00,743,6.453518e-01,2.791153e+00,2.557230e-01,9.635483e-01,4.673015e+00
7.019948e-01,688,4.504687e+00,744,6.415806e-01,2.985875e+00,2.581538e-01,9.736210e-01,5.126992e+00
7.027808e-01,688,4.479836e+00,745,6.464872e-01,3.080463e+00,2.566679e-01,9.679988e-01,5.428756e+00
NaN,NaN,1.831857e+00,742,3.269236e-01,1.093008e+00,1.110154e-01,4.116342e-01,1.773726e+00
NaN,NaN,2.027404e+00,743,2.964943e-01,1.289076e+00,1.176461e-01,4.387078e-01,2.137303e+00
3.226373e-01,688,2.066549e+00,744,2.948948e-01,1.376578e+00,1.186832e-01,4.430403e-01,2.343329e+00
3.230968e-01,688,2.053189e+00,745,2.972200e-01,1.418363e+00,1.179618e-01,4.403529e-01,2.480470e+00
NaN,NaN,2.198229e+00,742,3.923084e-01,1.311610e+00,1.332184e-01,4.939610e-01,2.128471e+00
NaN,NaN,2.432885e+00,743,3.557931e-01,1.546891e+00,1.411753e-01,5.264493e-01,2.564763e+00
3.871647e-01,688,2.479859e+00,744,3.538737e-01,1.651894e+00,1.424198e-01,5.316483e-01,2.811995e+00
3.877161e-01,688,2.463827e+00,745,3.566640e-01,1.702035e+00,1.415541e-01,5.284234e-01,2.976564e+00
NaN,NaN,2.564600e+00,742,4.576931e-01,1.530211e+00,1.554215e-01,5.762878e-01,2.483216e+00
NaN,NaN,2.838366e+00,743,4.150920e-01,1.804707e+00,1.647045e-01,6.141909e-01,2.992224e+00
4.516922e-01,688,2.893168e+00,744,4.128527e-01,1.927210e+00,1.661564e-01,6.202564e-01,3.280661e+00
4.523355e-01,688,2.874465e+00,745,4.161080e-01,1.985708e+00,1.651465e-01,6.164940e-01,3.472658e+00
NaN,NaN,2.930972e+00,742,5.230778e-01,1.748813e+00,1.776246e-01,6.586146e-01,2.837961e+00
NaN,NaN,3.243847e+00,743,4.743908e-01,2.062522e+00,1.882337e-01,7.019325e-01,3.419684e+00
5.162197e-01,688,3.306478e+00,744,4.718316e-01,2.202526e+00,1.898930e-01,7.088644e-01,3.749326e+00
5.169548e-01,688,3.285103e+00,745,4.755520e-01,2.269380e+00,1.887388e-01,7.045646e-01,3.968752e+00
NaN,NaN,3.297343e+00,742,5.884625e-01,1.967415e+00,1.998277e-01,7.409415e-01,3.192706e+00
NaN,NaN,3.649327e+00,743,5.336897e-01,2.320337e+00,2.117629e-01,7.896740e-01,3.847145e+00
5.807471e-01,688,3.719788e+00,744,5.308106e-01,2.477841e+00,2.136297e-01,7.974725e-01,4.217992e+00
5.815742e-01,688,3.695741e+00,745,5.349960e-01,2.553053e+00,2.123312e-01,7.926352e-01,4.464846e+00
NaN,NaN,3.663715e+00,742,6.538473e-01,2.186016e+00,2.220307e-01,8.232683e-01,3.547452e+00
NaN,NaN,4.054808e+00,743,5.929886e-01,2.578152e+00,2.352921e-01,8.774156e-01,4.274605e+00
6.452746e-01,688,4.133098e+00,744,5.897895e-01,2.753157e+00,2.373663e-01,8.860806e-01,4.686658e+00
6.461935e-01,688,4.106379e+00,745,5.944400e-01,2.836725e+00,2.359235e-01,8.807057e-01,4.960940e+00
NaN,NaN,4.030086e+00,742,7.192320e-01,2.404618e+00,2.442338e-01,9.055951e-01,3.902197e+00
NaN,NaN,4.460289e+00,743,6.522874e-01,2.835968e+00,2.588213e-01,9.651571e-01,4.702066e+00
7.098020e-01,688,4.546408e+00,744,6.487685e-01,3.028473e+00,2.611029e-01,9.746886e-01,5.155324e+00
7.108129e-01,688,4.517017e+00,745,6.538840e-01,3.120398e+00,2.595159e-01,9.687763e-01,5.457035e+00
NaN,NaN,1.405641e+00,741,3.129257e-01,8.106113e-01,8.897629e-02,3.700576e-01,1.435102e+00
NaN,NaN,1.639352e+00,742,2.800187e-01,9.915288e-01,9.743400e-02,4.045081e-01,1.776165e+00
3.029634e-01,689,1.717158e+00,743,2.755004e-01,1.079165e+00,9.969312e-02,4.129339e-01,1.962065e+00
3.008973e-01,688,1.737857e+00,744,2.760315e-01,1.127857e+00,9.995740e-02,4.131843e-01,2.083511e+00
NaN,NaN,1.686769e+00,741,3.755108e-01,9.727336e-01,1.067715e-01,4.440691e-01,1.722122e+00
NaN,NaN,1.967222e+00,742,3.360224e-01,1.189835e+00,1.169208e-01,4.854097e-01,2.131399e+00
3.635561e-01,689,2.060590e+00,743,3.306004e-01,1.294998e+00,1.196317e-01,4.955207e-01,2.354478e+00
3.610767e-01,688,2.085428e+00,744,3.312378e-01,1.353428e+00,1.199489e-01,4.958212e-01,2.500213e+00
NaN,NaN,1.967897e+00,741,4.380959e-01,1.134856e+00,1.245668e-01,5.180806e-01,2.009143e+00
NaN,NaN,2.295093e+00,742,3.920262e-01,1.388140e+00,1.364076e-01,5.663114e-01,2.486632e+00
4.241488e-01,689,2.404021e+00,743,3.857005e-01,1.510831e+00,1.395704e-01,5.781075e-01,2.746891e+00
4.212562e-01,688,2.433000e+00,744,3.864441e-01,1.579000e+00,1.399404e-01,5.784580e-01,2.916915e+00
NaN,NaN,2.249026e+00,741,5.006811e-01,1.296978e+00,1.423621e-01,5.920922e-01,2.296163e+00
NaN,NaN,2.622963e+00,742,4.480299e-01,1.586446e+00,1.558944e-01,6.472130e-01,2.841865e+00
4.847415e-01,689,2.747453e+00,743,4.408006e-01,1.726664e+00,1.595090e-01,6.606943e-01,3.139304e+00
4.814356e-01,688,2.780571e+00,744,4.416504e-01,1.804571e+00,1.599318e-01,6.610949e-01,3.333617e+00
NaN,NaN,2.530154e+00,741,5.632662e-01,1.459100e+00,1.601573e-01,6.661037e-01,2.583183e+00
NaN,NaN,2.950834e+00,742,5.040337e-01,1.784752e+00,1.753812e-01,7.281146e-01,3.197098e+00
5.453341e-01,689,3.090884e+00,743,4.959006e-01,1.942497e+00,1.794476e-01,7.432810e-01,3.531717e+00
5.416151e-01,688,3.128142e+00,744,4.968567e-01,2.030142e+00,1.799233e-01,7.437318e-01,3.750319e+00
NaN,NaN,2.811282e+00,741,6.258513e-01,1.621223e+00,1.779526e-01,7.401152e-01,2.870204e+00
NaN,NaN,3.278704e+00,742,5.600374e-01,1.983058e+00,1.948680e-01,8.090162e-01,3.552331e+00
6.059268e-01,689,3.434316e+00,743,5.510007e-01,2.158330e+00,1.993862e-01,8.258678e-01,3.924130e+00
6.017945e-01,688,3.475714e+00,744,5.520630e-01,2.255714e+00,1.999148e-01,8.263686e-01,4.167021e+00
NaN,NaN,3.092410e+00,741,6.884364e-01,1.783345e+00,1.957478e-01,8.141267e-01,3.157224e+00
NaN,NaN,3.606574e+00,742,6.160411e-01,2.181363e+00,2.143548e-01,8.899179e-01,3.907564e+00
6.665195e-01,689,3.777748e+00,743,6.061008e-01,2.374163e+00,2.193249e-01,9.084546e-01,4.316543e+00
6.619740e-01,688,3.823285e+00,744,6.072693e-01,2.481285e+00,2.199063e-01,9.090055e-01,4.583723e+00
NaN,NaN,1.728433e+00,742,3.214978e-01,1.017246e+00,1.057143e-01,4.119743e-01,1.712663e+00
NaN,NaN,1.948492e+00,743,2.895893e-01,1.215835e+00,1.131377e-01,4.426810e-01,2.084867e+00
3.142334e-01,688,2.002578e+00,744,2.868230e-01,1.307131e+00,1.145212e-01,4.483042e-01,2.292001e+00
3.138045e-01,688,1.999354e+00,745,2.884549e-01,1.353549e+00,1.140297e-01,4.462601e-01,2.428998e+00
NaN,NaN,2.074120e+00,742,3.857973e-01,1.220695e+00,1.268572e-01,4.943692e-01,2.055196e+00
NaN,NaN,2.338190e+00,743,3.475072e-01,1.459002e+00,1.357652e-01,5.312172e-01,2.501840e+00
3.770800e-01,688,2.403093e+00,744,3.441876e-01,1.568557e+00,1.374255e-01,5.379651e-01,2.750401e+00
3.765654e-01,688,2.399225e+00,745,3.461459e-01,1.624259e+00,1.368357e-01,5.355121e-01,2.914798e+00
NaN,NaN,2.419807e+00,742,4.500969e-01,1.424145e+00,1.480000e-01,5.767641e-01,2.397729e+00
NaN,NaN,2.727888e+00,743,4.054250e-01,1.702169e+00,1.583927e-01,6.197534e-01,2.918814e+00
4.399267e-01,688,2.803609e+00,744,4.015522e-01,1.829983e+00,1.603297e-01,6.276259e-01,3.208801e+00
4.393263e-01,688,2.799096e+00,745,4.038368e-01,1.894968e+00,1.596416e-01,6.247641e-01,3.400598e+00
NaN,NaN,2.765494e+00,742,5.143964e-01,1.627594e+00,1.691429e-01,6.591589e-01,2.740261e+00
NaN,NaN,3.117587e+00,743,4.633429e-01,1.945336e+00,1.810202e-01,7.082896e-01,3.335787e+00
5.027734e-01,688,3.204124e+00,744,4.589167e-01,2.091410e+00,1.832340e-01,7.172868e-01,3.667202e+00
5.020872e-01,688,3.198967e+00,745,4.615278e-01,2.165678e+00,1.824476e-01,7.140161e-01,3.886397e+00
NaN,NaN,3.111180e+00,742,5.786960e-01,1.831043e+00,1.902857e-01,7.415538e-01,3.082794e+00
NaN,NaN,3.507285e+00,743,5.212607e-01,2.188503e+00,2.036478e-01,7.968257e-01,3.752761e+00
5.656201e-01,688,3.604640e+00,744,5.162813e-01,2.352836e+00,2.061382e-01,8.069476e-01,4.125602e+00
5.648481e-01,688,3.598838e+00,745,5.192188e-01,2.436388e+00,2.052535e-01,8.032682e-01,4.372197e+00
NaN,NaN,3.456867e+00,742,6.429955e-01,2.034492e+00,2.114286e-01,8.239487e-01,3.425327e+00
NaN,NaN,3.896983e+00,743,5.791786e-01,2.431670e+00,2.262753e-01,8.853619e-01,4.169734e+00
6.284667e-01,688,4.005155e+00,744,5.736459e-01,2.614262e+00,2.290424e-01,8.966085e-01,4.584002e+00
6.276090e-01,688,3.998708e+00,745,5.769098e-01,2.707098e+00,2.280595e-01,8.925202e-01,4.857997e+00
NaN,NaN,3.802554e+00,742,7.072951e-01,2.237941e+00,2.325714e-01,9.063435e-01,3.767859e+00
NaN,NaN,4.286682e+00,743,6.370965e-01,2.674837e+00,2.489028e-01,9.738981e-01,4.586708e+00
6.913134e-01,688,4.405671e+00,744,6.310105e-01,2.875688e+00,2.519467e-01,9.862693e-01,5.042402e+00
6.903699e-01,688,4.398579e+00,745,6.346007e-01,2.977807e+00,2.508654e-01,9.817722e-01,5.343796e+00
NaN,NaN,1.811936e+00,742,3.237439e-01,1.076547e+00,1.099159e-01,4.188460e-01,1.765735e+00
NaN,NaN,2.017575e+00,743,2.922692e-01,1.276091e+00,1.168601e-01,4.480832e-01,2.138226e+00
3.174353e-01,688,2.060532e+00,744,2.898599e-01,1.365370e+00,1.179436e-01,4.529318e-01,2.347208e+00
3.172768e-01,688,2.049005e+00,745,2.917091e-01,1.408599e+00,1.172241e-01,4.503561e-01,2.485819e+00
NaN,NaN,2.174324e+00,742,3.884927e-01,1.291857e+00,1.318991e-01,5.026151e-01,2.118882e+00
NaN,NaN,2.421090e+00,743,3.507231e-01,1.531309e+00,1.402321e-01,5.376999e-01,2.565872e+00
3.809223e-01,688,2.472639e+00,744,3.478319e-01,1.638444e+00,1.415323e-01,5.435181e-01,2.816649e+00
3.807322e-01,688,2.458806e+00,745,3.500509e-01,1.690319e+00,1.406689e-01,5.404274e-01,2.982983e+00
NaN,NaN,2.536711e+00,742,4.532415e-01,1.507166e+00,1.538822e-01,5.863843e-01,2.472029e+00
NaN,NaN,2.824605e+00,743,4.091769e-01,1.786528e+00,1.636041e-01,6.273165e-01,2.993517e+00
4.444094e-01,688,2.884745e+00,744,4.058039e-01,1.911517e+00,1.651210e-01,6.341045e-01,3.286091e+00
4.441875e-01,688,2.868607e+00,745,4.083927e-01,1.972039e+00,1.641137e-01,6.304986e-01,3.480146e+00
NaN,NaN,2.899098e+00,742,5.179903e-01,1.722476e+00,1.758654e-01,6.701535e-01,2.825176e+00
NaN,NaN,3.228120e+00,743,4.676308e-01,2.041746e+00,1.869761e-01,7.169332e-01,3.421162e+00
5.078964e-01,688,3.296852e+00,744,4.637758e-01,2.184591e+00,1.887097e-01,7.246908e-01,3.755532e+00
5.076429e-01,688,3.278407e+00,745,4.667345e-01,2.253759e+00,1.875585e-01,7.205698e-01,3.977310e+00
NaN,NaN,3.261486e+00,742,5.827391e-01,1.937785e+00,1.978486e-01,7.539227e-01,3.178323e+00
NaN,NaN,3.631634e+00,743,5.260846e-01,2.296964e+00,2.103481e-01,8.065498e-01,3.848808e+00
5.713835e-01,688,3.708958e+00,744,5.217478e-01,2.457665e+00,2.122985e-01,8.152772e-01,4.224974e+00
5.710983e-01,688,3.688208e+00,745,5.250764e-01,2.535479e+00,2.110034e-01,8.106410e-01,4.474474e+00
NaN,NaN,3.623873e+00,742,6.474878e-01,2.153095e+00,2.198318e-01,8.376919e-01,3.531470e+00
NaN,NaN,4.035149e+00,743,5.845384e-01,2.552182e+00,2.337202e-01,8.961665e-01,4.276453e+00
6.348705e-01,688,4.121065e+00,744,5.797198e-01,2.730739e+00,2.358872e-01,9.058635e-01,4.694415e+00
6.345536e-01,688,4.098009e+00,745,5.834182e-01,2.817199e+00,2.344482e-01,9.007123e-01,4.971638e+00
NaN,NaN,3.986260e+00,742,7.122366e-01,2.368404e+00,2.418149e-01,9.214611e-01,3.884617e+00
NaN,NaN,4.438664e+00,743,6.429923e-01,2.807401e+00,2.570922e-01,9.857831e-01,4.704098e+00
