#aerodynamicresistance(ra),raforsoil,rss,ustar
#s m-1,s m-1,s m-1,m s-1
8.505625e+00,5.931854e+02,500,2.761277e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
8.846416e+00,2.800520e+03,500,2.665725e-01
8.840663e+00,2.798977e+03,500,2.667199e-01
8.838180e+00,2.798312e+03,500,2.667836e-01
8.837252e+00,2.798063e+03,500,2.668074e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
7.532005e+00,4.972476e+01,500,3.081006e-01
7.476865e+00,4.948090e+01,500,3.100036e-01
7.465927e+00,4.943247e+01,500,3.103844e-01
7.459429e+00,4.940368e+01,500,3.106111e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.174474e+00,1.474798e+02,500,2.863024e-01
8.158762e+00,1.472570e+02,500,2.867672e-01
8.151810e+00,1.471583e+02,500,2.869735e-01
8.148148e+00,1.471064e+02,500,2.870823e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.527842e+00,5.944762e+02,500,2.755179e-01
8.515557e+00,5.937625e+02,500,2.758547e-01
8.510493e+00,5.934683e+02,500,2.759938e-01
8.507980e+00,5.933223e+02,500,2.760629e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
8.854852e+00,2.802781e+03,500,2.663566e-01
8.847472e+00,2.800803e+03,500,2.665455e-01
8.844366e+00,2.799970e+03,500,2.666250e-01
8.843083e+00,2.799626e+03,500,2.666579e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
7.493618e+00,4.955504e+01,500,3.094225e-01
7.469292e+00,4.944736e+01,500,3.102672e-01
7.457998e+00,4.939734e+01,500,3.106611e-01
7.451313e+00,4.936772e+01,500,3.108948e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.173462e+00,1.474655e+02,500,2.863323e-01
8.156289e+00,1.472219e+02,500,2.868406e-01
8.148788e+00,1.471154e+02,500,2.870633e-01
8.144836e+00,1.470594e+02,500,2.871807e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.533708e+00,5.948169e+02,500,2.753574e-01
8.520363e+00,5.940418e+02,500,2.757228e-01
8.514597e+00,5.937068e+02,500,2.758811e-01
8.511881e+00,5.935489e+02,500,2.759557e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
8.864763e+00,2.805437e+03,500,2.661036e-01
8.855703e+00,2.803009e+03,500,2.663349e-01
8.851938e+00,2.802000e+03,500,2.664311e-01
8.850294e+00,2.801559e+03,500,2.664732e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
7.485601e+00,4.951957e+01,500,3.097003e-01
7.460172e+00,4.940697e+01,500,3.105852e-01
7.448455e+00,4.935506e+01,500,3.109949e-01
7.441548e+00,4.932445e+01,500,3.112370e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.172351e+00,1.474497e+02,500,2.863651e-01
8.153551e+00,1.471830e+02,500,2.869218e-01
8.145433e+00,1.470678e+02,500,2.871630e-01
8.141155e+00,1.470071e+02,500,2.872903e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.540010e+00,5.951828e+02,500,2.751852e-01
8.525158e+00,5.943203e+02,500,2.755914e-01
8.518939e+00,5.939590e+02,500,2.757619e-01
8.515898e+00,5.937824e+02,500,2.758453e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
8.874911e+00,2.808155e+03,500,2.658451e-01
8.863867e+00,2.805197e+03,500,2.661264e-01
8.859295e+00,2.803972e+03,500,2.662431e-01
8.857206e+00,2.803412e+03,500,2.662965e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
7.477049e+00,4.948171e+01,500,3.099973e-01
7.450404e+00,4.936369e+01,500,3.109267e-01
7.438218e+00,4.930968e+01,500,3.113539e-01
7.433637e+00,4.928937e+01,500,3.115148e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.172105e+00,1.474463e+02,500,2.863724e-01
8.151597e+00,1.471553e+02,500,2.869798e-01
8.142828e+00,1.470309e+02,500,2.872405e-01
8.138200e+00,1.469652e+02,500,2.873783e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.547251e+00,5.956032e+02,500,2.749877e-01
8.530632e+00,5.946382e+02,500,2.754415e-01
8.523741e+00,5.942380e+02,500,2.756302e-01
8.520235e+00,5.940344e+02,500,2.757263e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
8.885456e+00,2.810980e+03,500,2.655770e-01
8.872116e+00,2.807407e+03,500,2.659162e-01
8.866574e+00,2.805922e+03,500,2.660574e-01
8.863932e+00,2.805214e+03,500,2.661248e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
7.469202e+00,4.944697e+01,500,3.102703e-01
7.443639e+00,4.933371e+01,500,3.111637e-01
7.431117e+00,4.927820e+01,500,3.116035e-01
7.423800e+00,4.924575e+01,500,3.118611e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.174238e+00,1.474765e+02,500,2.863093e-01
8.151977e+00,1.471607e+02,500,2.869685e-01
8.142535e+00,1.470267e+02,500,2.872492e-01
8.137545e+00,1.469559e+02,500,2.873978e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
